step,sec,dump
1618,5.653,Nsync-grv=    662485 Nsync-hyd=    264343  :*****************************************tttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXXXXeEECC99999HHH[yyy+++o?A00011TF
1619,1.014,Nsync-grv=     50808 Nsync-hyd=      7286  ::::rrE*********************************tttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXE9y++++++++++++++++l"""o??A01---
1620,7.472,Nsync-grv=   1015546 Nsync-hyd=    454287  :****************************************ttttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXeeEC9999999HHH[yyy++o?A00011TT
1621,0.867,Nsync-grv=     50811 Nsync-hyd=      7276  ::::rrDe********************************************tttttttttttttxxxxxxXXXXXXXXXXXXe9H++++++++++++++++++""""oo??A)KF----
1622,5.279,Nsync-grv=    663032 Nsync-hyd=    264379  :**********************************************ttttttttttttttttttxxxxxxXXXXXXXXXXXXXXXXXXeEEcC999999HHH[yyyy++"?AA0011T7
1623,0.806,Nsync-grv=     50848 Nsync-hyd=      7283  :::::DE**************************************************ttttttttttttxxxXXXXXXXXXXXXB99y+++++++++++++++++++"""""o??A0KF-
1624,7.683,Nsync-grv=   1126128 Nsync-hyd=    454137  r*******************************************ttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXeeEcC999999HHH[[[yyy++?A00W11T7
1625,0.920,Nsync-grv=     50885 Nsync-hyd=      7291  :::rrrd**************************************tttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXe9H++++++++++++++++l""""o?A)KF---
1626,5.326,Nsync-grv=    663838 Nsync-hyd=    264505  :**********************************************tttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXheEc99999HHHH[[yyy+++o?AA00011T7
1627,0.904,Nsync-grv=     50938 Nsync-hyd=      7278  ::::rrd*****************************************ttttttttttttttttxxxxxxXXXXXXXXXXXXXXXXe9H++++++++++++++++++l""""o??A0T--
1628,6.937,Nsync-grv=   1015619 Nsync-hyd=    453695  :***********************************************ttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXXeeEcC99999999HH[[yyy++"?AA00111T7
1629,0.813,Nsync-grv=     50882 Nsync-hyd=      7261  :::::rDE***********************************************tttttttttttttxxxxxXXXXXXXXXXXXE9H+++++++++++++++++++"""""o??A01F-
1630,5.536,Nsync-grv=    664482 Nsync-hyd=    264574  :****************************************ttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXeEEcC99999HHH[yyy++"??A0011T7
1631,0.863,Nsync-grv=     50941 Nsync-hyd=      7259  ::::rrd*******************************************ttttttttttttttxxxxXXXXXXXXXXXXXC9y+++++++++++++++++++++++""""o??AAKT--
1632,7.172,Nsync-grv=   1472827 Nsync-hyd=    453528  :*************************************************************tttttttttttttxxxxXXXXXXXXXXXeeec99999999HH[yy++"??A00111TT
1633,0.912,Nsync-grv=     50908 Nsync-hyd=      7235  ::::rDE****************************************ttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXE9y++++++++++++++++++l"""oo??A)KF--
1634,5.126,Nsync-grv=    664914 Nsync-hyd=    264524  :*************************************************tttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXXXeeEc9999999HH[yy+++o?AA0011T7
1635,0.971,Nsync-grv=     50949 Nsync-hyd=      7232  ::::rd**************************************ttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXE9[++++++++++++++++++++l""""o???A0KF-
1636,7.521,Nsync-grv=   1015671 Nsync-hyd=    453118  r*******************************************tttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXBeeEcCC999999HHH[[[yyy+++??A000111T7
1637,0.892,Nsync-grv=     50974 Nsync-hyd=      7232  ::::rrd******************************************ttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXe9H+++++++++++++++++l""""o??)KF-
1638,5.721,Nsync-grv=    665425 Nsync-hyd=    264569  :***************************************tttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXeeEcC99999HHH[[yy+++"?A0011T7
1639,0.905,Nsync-grv=     51080 Nsync-hyd=      7220  ::::rrDe******************************************tttttttttttttttxxxxxxxxxXXXXXXXXXXXXC9y+++++++++++++++++l""""o???AK7--
1640,7.006,Nsync-grv=   1126367 Nsync-hyd=    452966  r**************************************************ttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXaeeEC99999999HH[yyy++?AA00111TT
1641,0.922,Nsync-grv=     51124 Nsync-hyd=      7214  ::::rD*******************************************ttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXd9H++++++++++++++++""""o???)KF--
1642,5.184,Nsync-grv=    665943 Nsync-hyd=    264539  :*************************************************ttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXeeEC999999HH[[y++++??A0011T7
1643,0.937,Nsync-grv=     51236 Nsync-hyd=      7225  :::rrrd*****************************************ttttttttttttttttxxxxxxxXXXXXXXXXXXXXe9H+++++++++++++++++"""oo??AA01-----
1644,6.809,Nsync-grv=   1015721 Nsync-hyd=    452550  :****************************************************ttttttttttttttxxxxxxXXXXXXXXXXXXXeeecC99999999HH[[yyy++"?AA000111TF
1645,0.870,Nsync-grv=     51391 Nsync-hyd=      7236  ::::rDE***********************************************tttttttttttttttxxxxxXXXXXXXXXXXXXe9y+++++++++++++++++""""o??A0kF--
1646,5.408,Nsync-grv=    666550 Nsync-hyd=    264617  :*******************************************tttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXXXeeEC999999HH[yyy+++"?AA0011T7
1647,0.839,Nsync-grv=     51506 Nsync-hyd=      7251  ::::rrDe***************************************************tttttttttttxxxxXXXXXXXXXE9[++++++++++++++++++++"""""o??A0kF--
1648,7.527,Nsync-grv=   1339964 Nsync-hyd=    452416  r*****************************************************ttttttttttttttttxxxxxxXXXXXXXXXXXXXXheEEcC9999999HHH[yy++?A00W11T7
1649,0.919,Nsync-grv=     51567 Nsync-hyd=      7259  ::::rDE*******************************************ttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXe9[+++++++++++++++++""""o??A01F-
1650,5.448,Nsync-grv=    666982 Nsync-hyd=    264616  :***********************************************ttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXeeEcJ99999HHH[[yyy+++o?A0011T7
1651,0.893,Nsync-grv=     51726 Nsync-hyd=      7269  ::::rDE******************************************ttttttttttttttttxxxxxxxXXXXXXXXXXXXXD99y++++++++++++++++++""""o??A0kF--
1652,6.554,Nsync-grv=   1015768 Nsync-hyd=    452018  :*******************************************************ttttttttttttttxxxxXXXXXXXXXXXXBeeEcC99999999HHH[yyy++"?A000111TT
1653,0.890,Nsync-grv=     51828 Nsync-hyd=      7266  ::::rDe***********************************************tttttttttttttxxxxxxxXXXXXXXXXXe9H+++++++++++++++++++""""o??A01----
1654,5.748,Nsync-grv=    667406 Nsync-hyd=    264554  :****************************************tttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXeeEC99999HH[[yyy++"??A0011T7
1655,0.974,Nsync-grv=     51895 Nsync-hyd=      7271  ::::rE****************************************ttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXe9[[++++++++++++++++""""o??AK7-
1656,7.285,Nsync-grv=   1126652 Nsync-hyd=    451873  :***********************************************tttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXXeeeECJ999999HHH[[yyy++"?A00111T7
1657,0.930,Nsync-grv=     52011 Nsync-hyd=      7308  ::::rrDe*******************************************ttttttttttttttttxxxxxxxxXXXXXXXXXXXXE9y++++++++++++++++"""oo??A)K7---
1658,5.837,Nsync-grv=    667727 Nsync-hyd=    264470  :****************************************ttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXeEcCC99999HH[[yyy++"??A00011T7
1659,0.966,Nsync-grv=     52104 Nsync-hyd=      7328  ::::rDE******************************************tttttttttttttttxxxxxxxxXXXXXXXXXXXXXe9Hy++++++++++++++++++""""o??A01F--
1660,7.225,Nsync-grv=   1015765 Nsync-hyd=    451443  r**********************************************ttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXeeEEcC9999999HHH[[[yyy++"?A00111T7
1661,1.007,Nsync-grv=     52187 Nsync-hyd=      7343  :::rrE*************************************ttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXE9[++++++++++++++++"""oo??A01F---
1662,5.763,Nsync-grv=    668065 Nsync-hyd=    264382  :****************************************tttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXeeEcC99999HH[yy+++"?A0011TF
1663,1.208,Nsync-grv=     52289 Nsync-hyd=      7377  :::rd****************************ttttttttttttttttttttttxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXe9y+++++++++++++"""o??AKF-
1664,8.686,Nsync-grv=   1600000 Nsync-hyd=    451255  :****************************************************ttttttttttttxxxxxxxXXXXXXXXeeEcC99999HHH[[yy++"A0033333333333311T7F
1665,0.999,Nsync-grv=     52390 Nsync-hyd=      7372  :::rrE***************************************ttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXX9H+++++++++++++++++"""""o?AIkF--
1666,5.356,Nsync-grv=    668337 Nsync-hyd=    264311  :*********************************************ttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXeeEC99999HHH[[[[yy+++"?A00011T7
1667,0.997,Nsync-grv=     52358 Nsync-hyd=      7379  :::rrD******************************************tttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXE9[+++++++++++++++"""o???)KF-----
1668,6.702,Nsync-grv=   1015758 Nsync-hyd=    450845  r*****************************************************ttttttttttttttxxxxxxXXXXXXXXXXXXXeeeEcC99999999HH[yyy++o?A000111T7
1669,0.880,Nsync-grv=     52494 Nsync-hyd=      7381  ::::rDe************************************************tttttttttttttttxxxxxxxXXXXXXXXXXXXc9y++++++++++++++++""""o??AIK7-
1670,5.363,Nsync-grv=    668506 Nsync-hyd=    264114  :************************************************ttttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXXXXeEcC999999HH[yy+++"?AA0011T7
1671,0.920,Nsync-grv=     52512 Nsync-hyd=      7399  ::::rD***********************************************tttttttttttttttxxxxxxXXXXXXXXXXXXd9H+++++++++++++++++++""""o??A)KF-
1672,7.033,Nsync-grv=   1126943 Nsync-hyd=    450681  :***************************************************ttttttttttttttttxxxxxxXXXXXXXXXXXXXXXeeEcCJ9999999HH[yy+++?AA00111T7
1673,1.111,Nsync-grv=     52607 Nsync-hyd=      7416  :::rrd********************************ttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXJHy+++++++++++++"""oo??AKT---
1674,5.595,Nsync-grv=    668542 Nsync-hyd=    263871  :********************************************tttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXXXeeEC999999HH[yyy+++o?AA0011T7
1675,0.803,Nsync-grv=     52682 Nsync-hyd=      7443  :::::DE*************************************************************tttttxXXXXXe9[+++++++++++++++++++++++++"""""o??A)K7-
1676,7.107,Nsync-grv=   1015789 Nsync-hyd=    450287  r************************************************tttttttttttttttxxxxxXXXXXXXXXXXXXXXeeEcC9999999HHH[[[yyyy++"?AA000111TF
1677,1.067,Nsync-grv=     52832 Nsync-hyd=      7469  :::rrDE************************************ttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXC9++++++++++++++++++""""oo???A0kF---
1678,5.308,Nsync-grv=    668498 Nsync-hyd=    263602  :************************************************ttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXheecC99999HHH[yyy+++o?A0011TF
1679,1.021,Nsync-grv=     52994 Nsync-hyd=      7507  ::::rd*************************************ttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXX9H++++++++++++++++l"""o??AAKF--
1680,7.889,Nsync-grv=   1340794 Nsync-hyd=    450115  r****************************************************ttttttttttttttttxxxxxxXXXXXXXXXXXXXXXeeecJ9999999HH[yy++"?A000111T7
1681,1.165,Nsync-grv=     53099 Nsync-hyd=      7527  :::rrDe***************************************ttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXX9H+++++++++++++++"""o??A0T---
1682,6.138,Nsync-grv=    668422 Nsync-hyd=    263336  :*****************************************ttttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXdeEcC99999HHH[[yy++++"?A0011TF
1683,0.934,Nsync-grv=     53131 Nsync-hyd=      7537  ::::rDe******************************************tttttttttttttttttxxxxxxXXXXXXXXXXXXXXXXXE9[++++++++++++++++"""oo??A01F-
1684,6.998,Nsync-grv=   1015802 Nsync-hyd=    449695  :***********************************************tttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXeeEECj999999HHH[[yyy++"?AA00111T7
1685,0.872,Nsync-grv=     53209 Nsync-hyd=      7554  ::::rDe**********************************************tttttttttttttttxxxxxXXXXXXXXXXXXXXX99y++++++++++++++++l"""oo?AA01F-
1686,5.215,Nsync-grv=    668533 Nsync-hyd=    263165  :*************************************************tttttttttttttttttxxxxxxXXXXXXXXXXXXXXXXXdeEc999999HHH[yyy++++o?A0011T7
1687,1.068,Nsync-grv=     53130 Nsync-hyd=      7552  ::rrrd************************************tttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXe9y+++++++++++++l"""o??01F-----
1688,7.105,Nsync-grv=   1127293 Nsync-hyd=    449556  r**************************************************tttttttttttttttttxxxxxxXXXXXXXXXXXXXXXeeeEC9999999HHH[yyy++?AA00111T7
1689,0.889,Nsync-grv=     53024 Nsync-hyd=      7549  ::::rrDe********************************************ttttttttttttttxxxxxxXXXXXXXXXXXXXE9[+++++++++++++++++""""o??AAK1F---
1690,5.311,Nsync-grv=    668546 Nsync-hyd=    262892  :*********************************************tttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXXXeecC99999HHH[yy+++"?AA0K11TF
1691,0.978,Nsync-grv=     52837 Nsync-hyd=      7528  ::::rD******************************************tttttttttttttxxxxxxxXXXXXXXXXXXX9H[++++++++++++++++++++"""ooo?????A)KT--
1692,7.204,Nsync-grv=   1015845 Nsync-hyd=    449160  :*********************************************ttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXDeeEC9999999HHH[[[yyy++"?AA0000111T7
1693,0.848,Nsync-grv=     52697 Nsync-hyd=      7492  ::::rrD*********************************************ttttttttttttttxxxxxxxxXXXXXXXXXXXe9H+++++++++++++++++l""""o???AKkF--
1694,5.007,Nsync-grv=    668646 Nsync-hyd=    262733  :******************************************************ttttttttttttttxxxxxxxxxXXXXXXXXXXeEEcC999999HH[[[yy+++o?A000111TF
1695,0.837,Nsync-grv=     52569 Nsync-hyd=      7459  ::::rrDe*******************************************ttttttttttttttxxxxxxxXXXXXXXXXXXe9H+++++++++++++++++++l""""o???AKT---
1696,7.475,Nsync-grv=   1473036 Nsync-hyd=    449001  :*********************************************************ttttttttttttttxxxxxxxXXXXXXXXXXXeeEcJ999999HHH[[yy++"?A00111T7
1697,0.813,Nsync-grv=     52369 Nsync-hyd=      7441  ::::rrDE***********************************************tttttttttttttxxxxXXXXXXXXXXXXXh99y++++++++++++++++l""""o???A01F--
1698,5.522,Nsync-grv=    668783 Nsync-hyd=    262586  :******************************************ttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXeeEC99999HHH[[yy+++"??A0011T7
1699,0.818,Nsync-grv=     52291 Nsync-hyd=      7443  ::::rDE********************************************ttttttttttttttxxxxxxXXXXXXXXXXXXXe9H+++++++++++++++++++""""oo??A)KT--
1700,7.025,Nsync-grv=   1015928 Nsync-hyd=    448631  :***********************************************tttttttttttttttxxxxxxxXXXXXXXXXXXXXXeeEccC9999999HHH[[[yyy+++??AA00111T7
1701,0.910,Nsync-grv=     52190 Nsync-hyd=      7440  ::::rrDe*************************************tttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXc9[y+++++++++++++++l""""o?AAIKF---
1702,5.367,Nsync-grv=    668889 Nsync-hyd=    262451  :********************************************tttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXeeEccC999999HH[yy++++??A0011TF
1703,1.046,Nsync-grv=     52205 Nsync-hyd=      7425  :::rrE*****************************tttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXE9[++++++++++++++l"""o??AKF-
1704,6.894,Nsync-grv=   1127652 Nsync-hyd=    448461  r**************************************************tttttttttttttttttxxxxxxXXXXXXXXXXXXXXXdeeEC99999999HH[yyy++oAA00111T7
1705,0.876,Nsync-grv=     52231 Nsync-hyd=      7422  ::::rDe********************************************ttttttttttttttxxxxxxxXXXXXXXXXXXXJ9y+++++++++++++++++++""""oo??AA01F-
1706,4.772,Nsync-grv=    668920 Nsync-hyd=    262211  :***********************************************************ttttttttttttxxxxXXXXXXXXXXeeEcC999999HHH[[[yyy+++"??A00111T7
1707,0.864,Nsync-grv=     52224 Nsync-hyd=      7416  ::::rDe******************************************ttttttttttttttttxxxxxxxxXXXXXXXXXXXXD9H++++++++++++++++++l"""oo??AA01F-
1708,7.956,Nsync-grv=   1016003 Nsync-hyd=    448076  r*****************************************tttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXheEEcC999999HHH[[yy++"?A)00K11TT
1709,1.171,Nsync-grv=     52302 Nsync-hyd=      7420  ::::rD*********************************ttttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXe9[++++++++++++++++l"""o??AIkF-
1710,6.053,Nsync-grv=    668796 Nsync-hyd=    261950  :************************************************tttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXeeEcC99999HHH[yy+++l??A00011TF
1711,1.181,Nsync-grv=     52205 Nsync-hyd=      7401  ::::rDe************************************tttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXe9[++++++++++++++++++"""oo??AI1F--
1712,9.636,Nsync-grv=   1341655 Nsync-hyd=    447886  r********************************************tttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXeeEcC999999HH[[yy++"?A0011T7
1713,1.076,Nsync-grv=     52182 Nsync-hyd=      7374  ::::rDE************************************ttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXd9Hy+++++++++++++++"""o??AAIkF---
1714,6.578,Nsync-grv=    668596 Nsync-hyd=    261636  :******************************************ttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXeeEC99999HH[[yyy+++??A0011TF
1715,1.329,Nsync-grv=     52031 Nsync-hyd=      7339  ::::rd***********************ttttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXe9y+++++++++++++"""oo?AAKF--
1716,8.209,Nsync-grv=   1016098 Nsync-hyd=    447459  r**********************************************tttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXXdeeECj999999HHH[[yy++"??A000K11T7
1717,1.044,Nsync-grv=     51952 Nsync-hyd=      7311  :::rrDE****************************************ttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXc9y+++++++++++++++++""""o??A)KF---
1718,6.441,Nsync-grv=    668374 Nsync-hyd=    261316  :*******************************************tttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXheEcC99999HHH[[yyy++"?AA0011T7
1719,1.030,Nsync-grv=     51894 Nsync-hyd=      7293  ::::rDE*************************************tttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXc9[++++++++++++++++++l"""o??A01---
1720,8.623,Nsync-grv=   1127984 Nsync-hyd=    447294  r*********************************************tttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXheeECJ999999HH[[yy++"A00011TF
1721,0.962,Nsync-grv=     51812 Nsync-hyd=      7259  :::::rDe***********************************************ttttttttttttttxxxxxxXXXXXXXXXXXe9H++++++++++++++++l"""oo???A)K7--
1722,6.367,Nsync-grv=    668250 Nsync-hyd=    261009  :*********************************************tttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXeeEcC99999HHH[[yy++l?A0011TF
1723,1.097,Nsync-grv=     51724 Nsync-hyd=      7230  ::::rrd********************************************ttttttttttttttttxxxxxxXXXXXXXXXXXXXXXe9[+++++++++++++++l"""oo?AAK7---
1724,8.601,Nsync-grv=   1016125 Nsync-hyd=    446909  r******************************************tttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXBeeEcC999999HHH[[yy++"?AA00011T7
1725,1.260,Nsync-grv=     51491 Nsync-hyd=      7169  :::rrE****************************ttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXC9y+++++++++++++++l"""oo??AA)KF--
1726,6.477,Nsync-grv=    668151 Nsync-hyd=    260750  :********************************************tttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXeeEc99999HHH[yy+++o?A)0011TF
1727,1.130,Nsync-grv=     51339 Nsync-hyd=      7118  ::::rd***********************************tttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXCHy+++++++++++++++++"""o??A)kF--
1728,9.272,Nsync-grv=   1600000 Nsync-hyd=    446753  r**********************************************************tttttttttttttttxxxxxxXXXXXXXXXXXXeeEcC999999HH[yy++"?A00011T7
1729,1.084,Nsync-grv=     51195 Nsync-hyd=      7086  ::::rDE*************************************tttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXc9y+++++++++++++++""""o?A)07--
1730,6.628,Nsync-grv=    668063 Nsync-hyd=    260499  :****************************************ttttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXeEcC99999HHH[yyy++"??A0011T7
1731,1.041,Nsync-grv=     50993 Nsync-hyd=      7049  ::::rrD***************************************tttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXC9y++++++++++++++++""""o??A0T---
1732,8.246,Nsync-grv=   1016126 Nsync-hyd=    446365  :***********************************************tttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXeeeEC9999999HHH[[yy+++??A000011T7
1733,1.059,Nsync-grv=     50861 Nsync-hyd=      7006  ::::rDE************************************ttttttttttttttttttxxxxxxxxxxxxxxxxxXXXXXXXXXXXXe9[++++++++++++++++"""o??AKF--
1734,6.163,Nsync-grv=    668051 Nsync-hyd=    260294  :*************************************************ttttttttttttttttttxxxxxxXXXXXXXXXXXXXXXXXeEcC99999HHH[[yy+++??A)0011TF
1735,1.069,Nsync-grv=     50706 Nsync-hyd=      6965  ::::rrE***************************************tttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXE9[++++++++++++++++l"""o??A0kF--
1736,8.071,Nsync-grv=   1128277 Nsync-hyd=    446222  :*****************************************************tttttttttttttttxxxxxxXXXXXXXXXXXXXXeeecC9999999HHH[yyy++o?A00111T7
1737,1.088,Nsync-grv=     50659 Nsync-hyd=      6938  :::::rd*****************************************tttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXE9y+++++++++++++++""""o?A)KF--
1738,7.042,Nsync-grv=    668004 Nsync-hyd=    260063  :*************************************tttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXeEcC99999HH[[yy++"?AA0k1T7
1739,1.085,Nsync-grv=     50743 Nsync-hyd=      6912  ::::rDe***********************************ttttttttttttttttttxxxxxxxxxxxxxxxxxxXXXXXXXXXX9H+++++++++++++++++l"""o??AAKF--
1740,8.785,Nsync-grv=   1016132 Nsync-hyd=    445825  r****************************************tttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXeeEcJ999999HH[[yyy++??A00K11T7
1741,1.033,Nsync-grv=     50839 Nsync-hyd=      6941  :::::rd*****************************************tttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXX99++++++++++++++++""""o??AK7--
1742,6.314,Nsync-grv=    667990 Nsync-hyd=    259885  :***********************************************tttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXdeEcC99999HH[[[yy+++"?AA0011TF
1743,1.075,Nsync-grv=     50955 Nsync-hyd=      6947  :::rrDE***************************************ttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXe9[+++++++++++++++++l"""o???A)KF----
1744,9.255,Nsync-grv=   1342505 Nsync-hyd=    445679  r**********************************************tttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXBeecC999999HH[yy++o?A00011T7
1745,1.040,Nsync-grv=     51017 Nsync-hyd=      6970  :::::rd********************************************tttttttttttttttxxxxxxxxxxxXXXXXXXXXe9[++++++++++++++++""""oo???AIKF--
1746,6.661,Nsync-grv=    667939 Nsync-hyd=    259655  :***************************************tttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXeEcC99999HH[yy+++o?A0011T7
1747,1.048,Nsync-grv=     51196 Nsync-hyd=      6983  ::::rrD*******************************************tttttttttttttttxxxxxxxxxxxxXXXXXXXXXD9Hy++++++++++++++++""""o??A)K7---
1748,9.196,Nsync-grv=   1016183 Nsync-hyd=    445248  r***************************************tttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXeeEccC999999HHH[yyy++?AA00011T7
1749,0.976,Nsync-grv=     51384 Nsync-hyd=      7012  ::::rrd************************************************tttttttttttttxxxxxxxXXXXXXXXXXe9H+++++++++++++++++++l""""o??A0T--
1750,7.004,Nsync-grv=    667867 Nsync-hyd=    259417  :**************************************tttttttttttttttttttttxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXeecC9999HH[[yy++"??A011TF
1751,1.065,Nsync-grv=     51522 Nsync-hyd=      7029  ::::rDe**************************************ttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXc9[++++++++++++++++l"""o?AA0T--
1752,9.142,Nsync-grv=   1128513 Nsync-hyd=    445100  r*****************************************ttttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXeeEC9999999HH[yyy++o?A0011T7
1753,1.250,Nsync-grv=     51654 Nsync-hyd=      7031  ::::rE**************************ttttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXc9+++++++++++++++"""o?AI1--
1754,6.445,Nsync-grv=    667872 Nsync-hyd=    259150  :*********************************************tttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXXeeEcC99999HHH[yyy+++"?A0011TF
1755,1.147,Nsync-grv=     51722 Nsync-hyd=      7017  ::::rD**************************************tttttttttttttttttttxxxxxxxxxxxxxxxxXXXXXXXXXXXe9y+++++++++++++++"""o???AK7--
1756,8.578,Nsync-grv=   1016240 Nsync-hyd=    444685  r********************************************ttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXdeeEcC9999999HH[[yy++?AA00111TF
1757,1.069,Nsync-grv=     51666 Nsync-hyd=      7008  ::::rrE*********************************************tttttttttttttttxxxxxxxxXXXXXXXXXXXXE9[++++++++++++++++l"""o??A01----
1758,6.671,Nsync-grv=    667643 Nsync-hyd=    258846  :***************************************tttttttttttttttttttttxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXheEC99999HH[[yy++l??A0011TF
1759,1.078,Nsync-grv=     51677 Nsync-hyd=      6984  ::::rDe***********************************ttttttttttttttttttxxxxxxxxxxxxxxxxXXXXXXXXXXXe9H[y++++++++++++++++l"""o??A01F-
1760,8.855,Nsync-grv=   1473218 Nsync-hyd=    444560  r*********************************************************tttttttttttttttxxxxxxxxXXXXXXXXXXXeeEC9999999HH[yy++"?A00011T7
1761,1.035,Nsync-grv=     51692 Nsync-hyd=      6967  :::::rDE******************************************ttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXe9Hy++++++++++++++++""""o?A0kF--
1762,6.450,Nsync-grv=    667327 Nsync-hyd=    258481  :********************************************tttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXdeEc999999HH[[yy+++o?A0011TF
